chaju_id,credit_class,score_risk,gender,age,agegroup,job,edu,dwell_type,house_type,marriage,income_home_grp,income_ind_grp,expenditure_grp,child_cd,no_child,flag_priv_biz_cd
C-2460,C04,378,여성,45,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,1,N
C-2461,C03,231,남성,53,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-2462,C06,551,남성,53,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-2463,C06,538,여성,34,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,1,N
C-2464,C05,418,남성,32,30대,판매/서비스직,대학교 졸업,전세,단독주택,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-2465,C06,511,여성,58,50대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),99만원 이하,99만원 이하,99만원 이하,N,2,N
C-2466,C05,464,여성,65,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,100-199만원,N,3,N
C-2467,C05,428,여성,35,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,99만원 이하,N,1,N
C-2468,C05,468,남성,43,40대,판매/서비스직,전문대학 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2469,C07,628,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,99만원 이하,N,2,N
C-2470,C05,488,여성,30,30대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2471,C04,355,여성,85,80대이상,기능/노무직,중학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-2472,C05,425,여성,28,20대,사무직,대학교 졸업,자가,연립/다세대/빌라,미혼,700-799만원,100-199만원,99만원 이하,Y,0,N
C-2473,C05,495,남성,25,20대,기능/노무직,고등학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2474,C04,318,여성,37,30대,전업주부,대학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,99만원 이하,Y,0,Y
C-2475,C04,368,남성,49,40대,행정관리/전문직,대학원 졸업,자가,단독주택,기혼,600-699만원,600-699만원,100-199만원,N,2,Y
C-2476,C05,470,남성,21,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,400-499만원,모름/무응답,100-199만원,Y,0,N
C-2477,C05,418,남성,39,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2478,C06,555,여성,28,20대,무직/기타,전문대학 졸업,전세,아파트,미혼,99만원 이하,모름/무응답,99만원 이하,Y,0,Y
C-2479,C06,588,남성,31,30대,판매/서비스직,대학교 졸업,전세,연립/다세대/빌라,기혼,500-599만원,200-299만원,100-199만원,N,1,N
C-2480,C05,418,여성,42,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,N,2,N
C-2481,C05,408,남성,37,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2482,C05,421,여성,56,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,100-199만원,N,1,N
C-2483,C04,374,여성,63,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,600-699만원,모름/무응답,300-399만원,N,2,N
C-2484,C03,297,남성,70,70대,학생(재수생포함),대학교 재학,자가,아파트,미혼,600-699만원,모름/무응답,99만원 이하,Y,0,N
C-2485,C05,418,여성,37,30대,전업주부,대학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-2486,C06,558,남성,44,40대,행정관리/전문직,고등학교 졸업,사택/기타,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,2,N
C-2487,C04,348,여성,39,30대,전업주부,전문대학 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,1,N
C-2488,C06,538,남성,41,40대,사무직,대학교 졸업,자가,단독주택,미혼,300-399만원,300-399만원,100-199만원,Y,0,Y
C-2489,C05,447,여성,73,70대,무직/기타,중학교 졸업,자가,아파트,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,1,Y
C-2490,C05,438,남성,45,40대,행정관리/전문직,전문대학 재학,월세,아파트,기혼,600-699만원,400-499만원,100-199만원,N,1,N
C-2491,C04,317,남성,72,70대,기능/노무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2492,C07,691,남성,57,50대,기능/노무직,고등학교 졸업,자가,아파트,기혼,700-799만원,200-299만원,100-199만원,N,2,N
C-2493,C04,398,여성,40,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,100-199만원,N,2,N
C-2494,C05,405,남성,27,20대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,미혼,600-699만원,100-199만원,99만원 이하,Y,0,N
C-2495,C06,505,여성,26,20대,판매/서비스직,고등학교 졸업,자가,아파트,미혼,400-499만원,200-299만원,100-199만원,Y,0,N
C-2496,C04,330,여성,21,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2497,C05,428,여성,33,30대,기능/노무직,대학교 졸업,자가,아파트,미혼,700-799만원,200-299만원,100-199만원,Y,0,N
C-2498,C07,651,남성,52,50대,행정관리/전문직,대학교 졸업,자가,단독주택,기타(이혼/별거/사별),600-699만원,600-699만원,100-199만원,Y,0,Y
C-2499,C06,508,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,200-299만원,N,1,N
C-2500,C04,338,남성,46,40대,사무직,대학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,500-599만원,99만원 이하,N,2,N
C-2501,C06,514,여성,62,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,200-299만원,모름/무응답,100-199만원,N,2,Y
C-2502,C05,495,여성,27,20대,판매/서비스직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-2503,C05,468,남성,38,30대,사무직,전문대학 졸업,자가,아파트,기혼,400-499만원,400-499만원,100-199만원,N,2,N
C-2504,C03,268,여성,42,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,N,2,N
C-2505,C05,421,남성,54,50대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,200-299만원,N,2,N
C-2506,C05,431,여성,56,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,100-199만원,N,1,N
C-2507,C03,267,남성,76,70대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,N,2,N
C-2509,C04,320,여성,23,20대,사무직,대학교 졸업,자가,아파트,미혼,600-699만원,200-299만원,100-199만원,Y,0,N
C-2510,C05,405,남성,27,20대,판매/서비스직,전문대학 졸업,자가,연립/다세대/빌라,미혼,600-699만원,100-199만원,99만원 이하,Y,0,N
C-2511,C04,325,남성,80,80대이상,판매/서비스직,대학원 졸업,자가,단독주택,기혼,600-699만원,600-699만원,200-299만원,N,1,N
C-2512,C04,335,여성,25,20대,사무직,전문대학 졸업,자가,아파트,미혼,600-699만원,100-199만원,99만원 이하,Y,0,N
C-2513,C06,560,여성,22,20대,학생(재수생포함),대학교 재학,전세,아파트,미혼,500-599만원,모름/무응답,200-299만원,Y,0,N
C-2514,C04,335,여성,25,20대,사무직,전문대학 졸업,자가,아파트,미혼,600-699만원,100-199만원,99만원 이하,Y,0,N
C-2515,C06,598,남성,46,40대,기능/노무직,고등학교 졸업,전세,단독주택,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2516,C04,321,여성,56,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,100-199만원,N,1,N
C-2517,C05,461,남성,51,50대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,N,2,N
C-2518,C05,401,여성,51,50대,기능/노무직,고등학교 졸업,자가,단독주택,기혼,400-499만원,100-199만원,100-199만원,N,2,N
C-2519,C05,471,여성,54,50대,전업주부,대학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,1,N
C-2520,C05,464,남성,64,60대,기능/노무직,고등학교 졸업,월세,연립/다세대/빌라,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2521,C05,478,남성,42,40대,기능/노무직,전문대학 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2522,C05,484,여성,62,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,200-299만원,모름/무응답,100-199만원,N,2,Y
C-2523,C05,488,남성,36,30대,판매/서비스직,대학교 졸업,전세,아파트,기혼,400-499만원,400-499만원,100-199만원,N,1,N
C-2524,C06,518,여성,31,30대,사무직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-2525,C04,338,여성,42,40대,전업주부,전문대학 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-2526,C04,308,여성,36,30대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-2527,C05,421,여성,59,50대,전업주부,고등학교 졸업,자가,아파트,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,1,N
C-2528,C04,341,여성,56,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,100-199만원,N,1,N
C-2529,C04,358,여성,39,30대,전업주부,전문대학 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,1,N
C-2530,C04,318,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,99만원 이하,N,2,N
C-2531,C04,308,여성,40,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,100-199만원,N,2,N
C-2532,C06,548,남성,48,40대,기능/노무직,고등학교 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,1,N
C-2533,C05,468,여성,42,40대,전업주부,전문대학 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,2,N
C-2534,C05,441,남성,50,50대,무직/기타,대학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2535,C05,455,남성,28,20대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-2536,C04,358,여성,30,30대,학생(재수생포함),대학원 재학,자가,연립/다세대/빌라,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-2537,C05,490,여성,24,20대,사무직,대학원 졸업,월세,단독주택,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2538,C05,485,남성,25,20대,기능/노무직,고등학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2539,C06,524,남성,60,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,500-599만원,400-499만원,200-299만원,N,2,Y
C-2540,C05,428,남성,43,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,100-199만원,N,1,N
C-2541,C04,398,남성,39,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2542,C05,448,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,99만원 이하,N,2,N
C-2543,C03,261,남성,53,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-2544,C04,357,남성,77,70대,무직/기타,고등학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,99만원 이하,N,3,N
C-2545,C05,408,남성,39,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2546,C05,444,여성,66,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,3,N
C-2547,C05,408,여성,36,30대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-2548,C06,508,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2549,C05,414,남성,60,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,500-599만원,400-499만원,200-299만원,N,2,N
C-2550,C04,338,여성,40,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,100-199만원,N,2,Y
C-2551,C04,351,남성,53,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-2552,C06,534,남성,63,60대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,400-499만원,300-399만원,200-299만원,N,2,N
C-2553,C03,267,남성,76,70대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,N,2,N
C-2554,C05,491,여성,52,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,모름/무응답,100-199만원,N,1,N
C-2555,C05,478,여성,43,40대,기능/노무직,전문대학 졸업,자가,단독주택,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-2556,C04,364,여성,66,60대,전업주부,중학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,99만원 이하,N,3,N
C-2557,C06,505,여성,27,20대,판매/서비스직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-2558,C05,440,남성,24,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-2559,C04,340,여성,21,20대,학생(재수생포함),대학교 재학,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2560,C04,344,남성,69,60대,기능/노무직,고등학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-2561,C04,378,남성,49,40대,행정관리/전문직,대학원 졸업,자가,단독주택,기혼,600-699만원,600-699만원,100-199만원,N,2,N
C-2562,C06,524,남성,68,60대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,400-499만원,200-299만원,99만원 이하,N,2,N
C-2563,C04,358,여성,34,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,100-199만원,N,1,N
C-2564,C06,518,여성,45,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,1,N
C-2565,C05,438,여성,39,30대,전업주부,전문대학 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,N,1,N
C-2566,C06,575,남성,25,20대,기능/노무직,고등학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2567,C04,388,여성,37,30대,전업주부,대학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-2568,C05,425,남성,26,20대,무직/기타,대학교 졸업,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2569,C04,351,여성,55,50대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,100-199만원,99만원 이하,Y,0,N
C-2570,C05,481,여성,58,50대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),99만원 이하,99만원 이하,99만원 이하,N,2,N
C-2571,C06,568,남성,30,30대,사무직,대학교 졸업,월세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-2572,C04,371,여성,52,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,500-599만원,모름/무응답,100-199만원,N,1,N
C-2573,C05,490,여성,24,20대,사무직,대학원 졸업,월세,단독주택,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2574,C06,568,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,200-299만원,N,1,N
C-2575,C06,568,여성,38,30대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,200-299만원,N,1,N
C-2576,C06,521,남성,55,50대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2577,C05,438,남성,45,40대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,99만원 이하,N,2,N
C-2578,C05,448,남성,45,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,200-299만원,N,2,N
C-2579,C05,401,여성,59,50대,전업주부,고등학교 졸업,자가,아파트,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,1,N
C-2580,C05,484,남성,65,60대,기능/노무직,중학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-2581,C04,364,여성,66,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,3,N
C-2582,C05,478,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,99만원 이하,N,2,N
C-2583,C04,371,남성,50,50대,무직/기타,대학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2584,C04,348,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2585,C05,417,여성,71,70대,전업주부,고등학교 졸업,전세,단독주택,기타(이혼/별거/사별),99만원 이하,모름/무응답,99만원 이하,N,2,N
C-2586,C06,520,여성,22,20대,학생(재수생포함),대학교 재학,전세,아파트,미혼,500-599만원,모름/무응답,200-299만원,Y,0,N
C-2587,C05,428,남성,43,40대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,300-399만원,100-199만원,N,1,Y
C-2588,C04,384,남성,65,60대,기능/노무직,중학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-2589,C06,528,남성,48,40대,기능/노무직,고등학교 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,1,N
C-2590,C04,348,여성,41,40대,전업주부,고등학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2591,C06,595,여성,27,20대,판매/서비스직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-2592,C05,444,남성,62,60대,판매/서비스직,고등학교 졸업,자가,단독주택,기혼,700-799만원,200-299만원,100-199만원,N,2,N
C-2593,C05,458,남성,37,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2594,C05,448,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2595,C03,241,남성,53,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-2596,C04,378,여성,49,40대,전업주부,고등학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2597,C07,621,남성,59,50대,사무직,고등학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2598,C06,508,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,99만원 이하,N,2,Y
C-2599,C06,511,남성,56,50대,무직/기타,대학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-2600,C03,297,남성,73,70대,사무직,대학교 졸업,자가,아파트,기혼,400-499만원,400-499만원,200-299만원,N,2,N
C-2601,C05,421,여성,56,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,100-199만원,N,1,N
C-2602,C04,365,남성,29,20대,무직/기타,대학교 졸업,자가,아파트,미혼,500-599만원,모름/무응답,99만원 이하,Y,0,N
C-2603,C05,460,남성,22,20대,학생(재수생포함),대학교 재학,월세,연립/다세대/빌라,미혼,400-499만원,모름/무응답,99만원 이하,Y,0,N
C-2604,C06,578,남성,48,40대,기능/노무직,고등학교 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,1,Y
C-2605,C06,538,여성,31,30대,사무직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-2606,C05,404,여성,67,60대,판매/서비스직,중학교 졸업,자가,상가주택,기혼,800-899만원,100-199만원,100-199만원,N,2,N
C-2607,C05,428,남성,32,30대,판매/서비스직,대학교 졸업,전세,단독주택,미혼,300-399만원,300-399만원,100-199만원,Y,0,N
C-2608,C05,438,남성,39,30대,사무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2609,C06,505,여성,27,20대,판매/서비스직,대학교 졸업,월세,연립/다세대/빌라,미혼,100-199만원,100-199만원,99만원 이하,Y,0,N
C-2610,C03,271,남성,53,50대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,500-599만원,500-599만원,100-199만원,N,2,N
C-2611,C04,358,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2612,C06,514,남성,66,60대,판매/서비스직,중학교 졸업,자가,단독주택,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-2613,C05,495,남성,25,20대,기능/노무직,고등학교 졸업,월세,연립/다세대/빌라,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2614,C05,481,여성,58,50대,기능/노무직,중학교 졸업,자가,연립/다세대/빌라,기타(이혼/별거/사별),99만원 이하,99만원 이하,99만원 이하,N,2,N
C-2615,C04,328,여성,44,40대,전업주부,대학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2616,C05,411,여성,56,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,100-199만원,N,1,N
C-2617,C06,508,남성,30,30대,사무직,대학교 졸업,월세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-2618,C04,388,남성,36,30대,판매/서비스직,대학교 졸업,전세,아파트,기혼,400-499만원,400-499만원,100-199만원,N,1,N
C-2619,C04,338,여성,33,30대,기능/노무직,대학교 졸업,자가,아파트,미혼,700-799만원,200-299만원,100-199만원,Y,0,N
C-2620,C05,428,남성,30,30대,사무직,대학교 졸업,월세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-2621,C05,484,남성,67,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-2622,C05,441,여성,54,50대,전업주부,대학교 졸업,자가,단독주택,기혼,400-499만원,모름/무응답,100-199만원,N,1,N
C-2623,C04,398,남성,49,40대,행정관리/전문직,대학원 졸업,자가,단독주택,기혼,600-699만원,600-699만원,100-199만원,N,2,N
C-2624,C03,227,남성,78,70대,행정관리/전문직,대학원 졸업,자가,아파트,기혼,600-699만원,600-699만원,200-299만원,N,2,N
C-2625,C05,401,남성,51,50대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,400-499만원,100-199만원,N,2,Y
C-2626,C04,338,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2627,C03,241,남성,56,50대,행정관리/전문직,대학교 졸업,자가,아파트,기혼,1000만원 이상,700-799만원,200-299만원,N,2,N
C-2628,C05,471,남성,56,50대,무직/기타,대학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-2629,C06,518,남성,42,40대,기능/노무직,전문대학 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2630,C04,317,남성,72,70대,기능/노무직,대학교 졸업,자가,아파트,기혼,300-399만원,300-399만원,100-199만원,N,2,N
C-2631,C04,318,여성,35,30대,사무직,전문대학 졸업,전세,아파트,기혼,500-599만원,200-299만원,99만원 이하,N,1,N
C-2632,C05,438,남성,47,40대,기능/노무직,고등학교 졸업,자가,아파트,기혼,600-699만원,500-599만원,99만원 이하,N,2,N
C-2633,C04,301,남성,59,50대,사무직,전문대학 졸업,자가,아파트,기혼,400-499만원,400-499만원,99만원 이하,N,2,N
C-2634,C04,345,여성,28,20대,사무직,대학교 졸업,자가,연립/다세대/빌라,미혼,700-799만원,100-199만원,99만원 이하,Y,0,N
C-2635,C06,551,여성,55,50대,전업주부,고등학교 졸업,자가,연립/다세대/빌라,기혼,200-299만원,모름/무응답,99만원 이하,N,2,N
C-2636,C07,601,여성,56,50대,전업주부,전문대학 졸업,자가,아파트,기혼,600-699만원,모름/무응답,100-199만원,N,1,N
C-2637,C06,548,남성,33,30대,사무직,대학교 졸업,전세,오피스텔,미혼,200-299만원,200-299만원,99만원 이하,Y,0,N
C-2638,C04,368,여성,49,40대,전업주부,고등학교 졸업,전세,아파트,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2639,C05,455,남성,28,20대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-2640,C02,185,남성,82,80대이상,행정관리/전문직,대학교 졸업,자가,아파트,기혼,800-899만원,600-699만원,99만원 이하,N,2,N
C-2641,C06,504,남성,63,60대,기능/노무직,고등학교 졸업,자가,연립/다세대/빌라,기혼,400-499만원,300-399만원,200-299만원,N,2,N
C-2642,C05,461,남성,56,50대,무직/기타,대학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-2643,C04,351,남성,56,50대,무직/기타,대학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-2644,C04,325,남성,29,20대,무직/기타,대학교 졸업,자가,아파트,미혼,700-799만원,모름/무응답,99만원 이하,Y,0,N
C-2645,C05,434,여성,68,60대,무직/기타,중학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,99만원 이하,N,1,N
C-2646,C04,385,남성,28,20대,사무직,대학교 졸업,전세,아파트,미혼,200-299만원,200-299만원,100-199만원,Y,0,N
C-2647,C06,534,여성,64,60대,판매/서비스직,중학교 졸업,자가,아파트,기혼,300-399만원,200-299만원,99만원 이하,N,2,N
C-2648,C04,328,여성,40,40대,전업주부,대학교 졸업,자가,아파트,기혼,400-499만원,모름/무응답,100-199만원,N,2,N
C-2649,C05,498,남성,35,30대,판매/서비스직,대학교 졸업,자가,단독주택,미혼,400-499만원,300-399만원,99만원 이하,Y,0,N
C-2650,C04,378,여성,36,30대,사무직,대학교 졸업,자가,아파트,기혼,500-599만원,200-299만원,100-199만원,N,2,N
C-2651,C04,364,남성,67,60대,판매/서비스직,고등학교 졸업,자가,아파트,기혼,200-299만원,200-299만원,99만원 이하,N,2,N
C-2652,C06,531,남성,50,50대,무직/기타,대학교 졸업,자가,단독주택,기혼,300-399만원,모름/무응답,99만원 이하,N,2,N
C-2653,C04,308,여성,44,40대,전업주부,대학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,N
C-2654,C04,374,여성,63,60대,전업주부,고등학교 졸업,자가,단독주택,기혼,600-699만원,모름/무응답,300-399만원,N,2,N
C-2655,C05,451,남성,56,50대,무직/기타,대학교 졸업,자가,아파트,기혼,300-399만원,모름/무응답,100-199만원,Y,0,N
C-2656,C04,358,여성,46,40대,전업주부,고등학교 졸업,자가,아파트,기혼,500-599만원,모름/무응답,100-199만원,N,2,Y
C-2657,C08,758,남성,48,40대,기능/노무직,고등학교 졸업,전세,아파트,기혼,300-399만원,300-399만원,100-199만원,N,1,N
